0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99
G89	0.0152818	0.0495254	0.0421241	0.0283102	0.0325392	0.0673907	0.0217490	0.0753609	0.0350347	0.6427083	0.0643541	0.0628117	0.0577754	0.0209093	0.0451712	0.0257254	0.0662371	0.0387425	0.0369621	0.0180895	0.0282744	0.0505761	0.0346830	0.0304065	0.0321329	0.0414264	0.0580954	0.0389755	0.0486253	0.0411076	0.0450048	0.0408179	0.0514527	0.0475643	0.0320732	0.6043383	0.5824069	0.0161997	0.0293156	0.0169153	0.0653313	0.0449321	0.0289654	0.0250925	0.0203985	0.6089146	0.0297637	0.0242488	0.0415865	0.0385529	0.0319526	0.0389150	0.0311690	0.0184289	0.0498682	0.0419178	0.0467991	0.0330950	0.0257619	0.0538767	0.0366995	0.0650629	0.0355838	0.0208032	0.0649171	0.0276062	0.0302781	0.0330215	0.0469758	0.0401440	0.0427682	0.0747448	0.0691859	0.0378804	0.0430836	0.0360780	0.0603030	0.0301704	0.0523807	0.0634631	0.0587559	0.0390277	0.0742841	0.0507939	0.0453927	0.0354570	0.0233732	0.0219404	0.0000000	0.0500670	0.0691088	0.0486969	0.0551418	0.0302837	0.0673723	0.0484262	0.0264475	0.0354659	0.0326191	0.0292290
G90	0.6225265	0.6908488	0.6773292	0.5766714	0.6305118	0.6115771	0.6901001	0.7224846	0.6532491	0.6091895	0.5404974	0.6831778	0.6397178	0.6416977	0.5994697	0.6154411	0.6084746	0.5180854	0.5718754	0.6022117	0.7241992	0.6006895	0.7222198	0.6349024	0.7013387	0.6159448	0.6155461	0.7471271	0.6313395	0.5400278	0.6691934	0.6372724	0.5801286	0.6668294	0.7389228	0.6309658	0.7067075	0.6206935	0.6794690	0.6183325	0.5916208	0.5629856	0.5813877	0.6670127	0.6994895	0.6027090	0.5671336	0.6745071	0.6707964	0.7103963	0.5763986	0.7104623	0.5733613	0.6453820	0.6183655	0.5434066	0.7135360	0.6360018	0.7095292	0.5973694	0.6119883	0.6094487	0.6641125	0.6648085	0.7132549	0.5250153	0.7542207	0.6966264	0.6192839	0.8476978	0.5551201	0.6118176	0.6097885	0.6017647	0.6369776	0.6214205	0.6470803	0.6982048	0.7181831	0.5931279	0.6026176	0.6878493	0.5897144	0.5841815	0.6790946	0.6379400	0.6117561	0.6406715	0.7802819	0.0000000	0.5713545	0.5748942	0.6153994	0.5603524	0.6121875	0.5972462	0.6506487	0.5785878	0.6987115	0.6961984
G91	0.5592950	0.5872790	0.6162429	0.5512139	0.6167771	0.7028781	0.6279078	0.6459642	0.6235150	0.5855154	0.6604379	0.7069748	0.5578558	0.6025802	0.6510990	0.4948531	0.6802464	0.5797771	0.6125083	0.7277942	0.6624209	0.7270409	0.6303761	0.6329415	0.5926019	0.7024268	0.6039683	0.6005275	0.7092546	0.7513863	0.6997103	0.6514581	0.6444427	0.5613858	0.6235016	0.6921026	0.7021621	0.6221900	0.6096151	0.7615000	0.7031897	0.6271934	0.6056997	0.5818845	0.6008369	0.5479507	0.6833737	0.5558780	0.6345023	0.5034337	0.5423445	0.6064385	0.5655104	0.6532614	0.7363057	0.6339596	0.6496611	0.7463749	0.6180292	0.6391208	0.4990367	0.7156620	0.5540767	0.6616067	0.7410111	0.6758095	0.5919325	0.7449482	0.7119326	0.6121977	0.6412642	0.5823577	0.5537903	0.6411137	0.7423058	0.5679333	0.4563567	0.7327164	0.7163633	0.6119939	0.5867304	0.6484155	0.6232667	0.6068834	0.5465472	0.7146713	0.6064069	0.7416235	0.5193284	0.8070954	0.0000000	0.7011603	0.6361116	0.5944961	0.6833812	0.6297342	0.6919719	0.6939441	0.6154879	0.5778804
G92	0.4976004	0.3815131	0.4424611	0.4195177	0.3845132	0.4072873	0.3885181	0.3809292	0.3812427	0.5102530	0.4516424	0.2972754	0.4270106	0.3952729	0.3885729	0.4962905	0.5172825	0.4259285	0.3974191	0.4530580	0.3711139	0.4272022	0.4138604	0.4790548	0.3458874	0.4453621	0.3457562	0.4453746	0.4074902	0.3757709	0.5209102	0.3747444	0.4579413	0.4956580	0.5002049	0.4472848	0.4854244	0.4933320	0.4818741	0.4721260	0.5263940	0.4647587	0.4327493	0.3874097	0.4628520	0.4327369	0.4154786	0.5182534	0.4235022	0.3925919	0.4549914	0.4647307	0.4352984	0.4333467	0.4694513	0.4593668	0.3848896	0.4787598	0.5021452	0.4663606	0.4979713	0.3800228	0.3744697	0.3316168	0.5637604	0.5354699	0.3604668	0.5132176	0.5683505	0.5198965	0.3953501	0.4478615	0.3922630	0.4239660	0.4168954	0.3877433	0.4835781	0.4131054	0.3752179	0.4797243	0.4571832	0.3682347	0.4382303	0.4724959	0.4602170	0.4559209	0.4108748	0.4252413	0.5030337	0.4381107	0.0434397	0.0000000	0.3892784	0.3964128	0.4744840	0.4146488	0.4826797	0.5235063	0.4801402	0.3811791
G93	0.6288653	0.5846044	0.6022280	0.5579079	0.4736888	0.6257682	0.6482615	0.6403782	0.6511916	0.6716054	0.7347755	0.6115350	0.6103628	0.6309644	0.5640160	0.6159567	0.5762625	0.7164394	0.6048745	0.6243300	0.5139562	0.5936881	0.5556323	0.5598691	0.7704424	0.6018405	0.7137836	0.6402602	0.6157379	0.6071528	0.7487646	0.5614465	0.7256301	0.6740279	0.5695166	0.6310546	0.5652887	0.7297311	0.7170590	0.6001852	0.6351304	0.6436806	0.6449802	0.6070316	0.5425646	0.6476397	0.6199196	0.5592319	0.6782964	0.6725797	0.5396556	0.6295280	0.6401020	0.6653123	0.5415607	0.5930770	0.5809374	0.6562715	0.6488017	0.6239150	0.6833258	0.6305219	0.5294978	0.6059278	0.6688412	0.5930758	0.7310225	0.8365632	0.8355723	0.6003768	0.6152922	0.6252592	0.5671235	0.6050457	0.6074461	0.6682156	0.5829961	0.5361751	0.5486329	0.6653825	0.6056224	0.6167155	0.6360368	0.6309841	0.7132499	0.6882385	0.6464546	0.6319336	0.6417544	0.6679720	0.6193049	0.6191940	0.0000000	0.7190059	0.6383587	0.6620322	0.5726669	0.7968753	0.7708887	0.5831287
G94	0.4787128	0.4148782	0.4398995	0.4041010	0.4784231	0.4857667	0.3041859	0.5543237	0.4102812	0.5301188	0.4404811	0.3611348	0.5026338	0.5042678	0.4866302	0.4456208	0.4340362	0.4295629	0.4478744	0.4499744	0.4382800	0.5482122	0.4769400	0.4351788	0.3755417	0.4358124	0.4250918	0.3688172	0.4934729	0.4575843	0.3744153	0.5167621	0.3983213	0.4802165	0.4511070	0.4721855	0.3918457	0.4092312	0.4115425	0.4018697	0.4187216	0.3562139	0.1334693	0.1980032	0.3597390	0.5635698	0.3518188	0.4027844	0.4496755	0.4056964	0.4293778	0.4749446	0.4150644	0.3960487	0.4026192	0.4657436	0.4224002	0.4214829	0.5660997	0.3912030	0.5015368	0.4432658	0.3669013	0.0560487	0.3893924	0.4597946	0.3960960	0.5125834	0.5218877	0.4862067	0.3844924	0.3548450	0.3440344	0.3731741	0.4296926	0.3999951	0.3915347	0.4704331	0.4805203	0.3893860	0.4362736	0.4590323	0.4137084	0.3781560	0.5558907	0.4571903	0.3984687	0.4643863	0.4265002	0.4787403	0.4614183	0.4648323	0.0427390	0.0000000	0.3659701	0.4063473	0.3874977	0.4572146	0.5220514	0.3853665
G95	0.5962436	0.3882452	0.4765485	0.4381160	0.4296191	0.4652665	0.5620590	0.4265439	0.4406194	0.4247364	0.4133933	0.4981309	0.4748130	0.4684867	0.4020817	0.4575987	0.4580449	0.4497495	0.5283023	0.5757769	0.4517154	0.4838612	0.4590286	0.4408687	0.4758180	0.4033973	0.3693890	0.4597567	0.4751649	0.4537964	0.4211292	0.4549709	0.4748561	0.4760175	0.4626612	0.5167558	0.4821180	0.4973613	0.3772256	0.3778069	0.4045548	0.4068882	0.4177703	0.3248082	0.4605642	0.4690834	0.3950451	0.3878762	0.4740107	0.4756154	0.5125243	0.4229382	0.5214308	0.4700177	0.3998826	0.4406117	0.4347572	0.4365257	0.4191255	0.4432310	0.5178612	0.4944919	0.3837037	0.4019466	0.3936294	0.4315728	0.4898348	0.4999955	0.4273612	0.5507470	0.6598675	0.4024384	0.5044529	0.4085209	0.3725545	0.4211761	0.3933047	0.4130799	0.5302366	0.4457946	0.4729379	0.5270529	0.4973581	0.4582707	0.4955315	0.5606828	0.4356892	0.5119410	0.4232285	0.4467177	0.5159162	0.3932534	0.1856421	0.3975912	0.0000000	0.4272225	0.3993777	0.4422023	0.4258110	0.4156725
G96	0.6259918	0.5479752	0.6505336	0.6186060	0.5617589	0.6605974	0.6161106	0.7226882	0.6184017	0.6489575	0.6366387	0.7224298	0.6048457	0.7241925	0.6869590	0.5613445	0.7343986	0.6585447	0.5633456	0.7596067	0.6760861	0.6813034	0.7230213	0.7066228	0.5955022	0.6847459	0.5801918	0.6523711	0.7256584	0.7055857	0.6076781	0.7443035	0.5514216	0.6148093	0.6075488	0.6118497	0.6906505	0.7788232	0.4864798	0.7220105	0.7087774	0.6158302	0.7717403	0.5323502	0.6624379	0.6565969	0.6432202	0.6970616	0.6577471	0.6572311	0.6459222	0.4789932	0.6715813	0.6667146	0.7117537	0.7193767	0.6175167	0.6585891	0.6242428	0.5139515	0.6774753	0.5183415	0.6465914	0.6131987	0.5704005	0.5934405	0.6651609	0.6670195	0.6888510	0.6057301	0.6132172	0.5668917	0.6138562	0.6174126	0.5793040	0.5418383	0.6262773	0.6387758	0.5605876	0.6229294	0.7111627	0.6555322	0.6542459	0.5662335	0.5809103	0.6564925	0.6223150	0.5862306	0.5006737	0.5984192	0.6116504	0.6224616	0.6369364	0.6007330	0.6880298	0.0000000	0.8293980	0.5825038	0.6812116	0.6409075
G97	0.2382016	0.2005704	0.2588624	0.2768914	0.3008905	0.3261019	0.2857950	0.2356584	0.2425676	0.2965413	0.2317683	0.2308900	0.2644292	0.3632176	0.2342822	0.2263532	0.2537730	0.3242284	0.2835905	0.2636016	0.2631929	0.2747505	0.2699469	0.1968664	0.2622200	0.2327088	0.3023474	0.2491841	0.2040450	0.2179217	0.2448972	0.2131828	0.2602798	0.3109807	0.2960021	0.2989709	0.3047282	0.1769362	0.2734453	0.3137202	0.2457053	0.3189149	0.1819612	0.2603110	0.2295058	0.2820305	0.3002001	0.2047207	0.2219603	0.2600760	0.3287485	0.2547398	0.2203232	0.2900892	0.3007356	0.3984911	0.2460156	0.1612220	0.2736304	0.3342306	0.2492064	0.2617526	0.2543061	0.1898953	0.2724797	0.2801968	0.2198557	0.2667195	0.2589095	0.3073951	0.2112424	0.2293050	0.2061066	0.2873256	0.3298460	0.3610260	0.2872463	0.2125310	0.2478469	0.2121613	0.2845013	0.2048720	0.2609863	0.2421088	0.2996723	0.2429193	0.3018183	0.3231765	0.1965520	0.3075269	0.2285274	0.2536691	0.2077019	0.2697348	0.2632210	0.5977541	0.0000000	0.2713523	0.2439746	0.2401577
G98	0.6389576	0.6764624	0.6717545	0.6909684	0.5087017	0.5878963	0.5986580	0.7185270	0.7594718	0.6234334	0.7451444	0.6565400	0.6950472	0.6414059	0.5753433	0.6884017	0.6056894	0.6117737	0.6751394	0.5919434	0.5352719	0.6780378	0.7793599	0.6619852	0.5930611	0.7592435	0.6225945	0.8003300	0.7336650	0.6777818	0.6482037	0.5401301	0.6676915	0.8244126	0.7294457	0.6159716	0.6580301	0.6246716	0.5747028	0.7032636	0.6515996	0.5595763	0.6072779	0.6011406	0.6055334	0.6278425	0.5336280	0.7465417	0.6742445	0.6194129	0.7969250	0.6462656	0.6178068	0.7190169	0.5846058	0.6111149	0.6231102	0.6011372	0.6911727	0.5816958	0.6096551	0.7141380	0.6433309	0.7168418	0.6793376	0.5066572	0.6331521	0.7636984	0.7424554	0.5724016	0.5821178	0.6282373	0.5980670	0.6420910	0.4812192	0.7418684	0.6795558	0.6619992	0.7796036	0.5551139	0.7029146	0.5623541	0.5833154	0.5643283	0.6208995	0.6143685	0.5824109	0.6859633	0.5660202	0.6583919	0.6355050	0.5272567	0.5639403	0.5971601	0.5812661	0.6813738	0.5740978	0.0000000	0.6182509	0.6165931
G99	0.5208848	0.4783374	0.6372441	0.5496374	0.6450212	0.6545301	0.5472496	0.6143426	0.6670401	0.5873928	0.5809193	0.5352792	0.5370413	0.5325845	0.6097905	0.4881420	0.5285331	0.5286782	0.5260523	0.6669513	0.5069111	0.5355980	0.6529853	0.6018690	0.5587414	0.6264786	0.5753605	0.6052550	0.4434661	0.5452139	0.4713090	0.5203564	0.5388156	0.4401855	0.5357997	0.6268617	0.4713349	0.5443192	0.5358993	0.6887540	0.5212539	0.4895413	0.5046140	0.5804811	0.6726613	0.5727187	0.4462669	0.4303894	0.5307442	0.6575901	0.5813730	0.5860407	0.5502699	0.7272464	0.5902427	0.5456309	0.5211276	0.6086076	0.4584024	0.5263621	0.5641941	0.4273802	0.6201625	0.5186466	0.5636177	0.6549961	0.5241812	0.5834568	0.5378493	0.5646035	0.4556177	0.5425031	0.5217024	0.5031008	0.6171018	0.5032568	0.5921089	0.6537744	0.6182345	0.5660684	0.5402054	0.5809759	0.4541402	0.5574475	0.5437225	0.5939734	0.5500014	0.5897605	0.5789005	0.4930019	0.5312707	0.5717104	0.5280402	0.6404291	0.5656855	0.4807236	0.5596305	0.1059960	0.0000000	0.5246863
G100	0.6122851	0.6942643	0.6948007	0.6741290	0.6874376	0.6949388	0.6659279	0.7059269	0.6366451	0.6694849	0.5349741	0.6389956	0.6212572	0.6018848	0.5141801	0.6394224	0.6125404	0.5966064	0.5415760	0.4786899	0.6886814	0.6195493	0.7446850	0.6540345	0.7019615	0.6174075	0.5628080	0.6276925	0.6113081	0.6423886	0.5844717	0.5559022	0.6358836	0.5718030	0.5932472	0.5798157	0.5779291	0.5945953	0.6075865	0.6056196	0.6252320	0.6793011	0.7235095	0.6167882	0.5778247	0.7317844	0.6173494	0.6558318	0.6175001	0.6874534	0.7088840	0.6133557	0.6214333	0.4990935	0.6037024	0.5228273	0.6710582	0.7775867	0.6914594	0.6157765	0.6652925	0.6818600	0.6089679	0.6320575	0.6455074	0.6038074	0.6600011	0.6645554	0.7943683	0.6301732	0.6391868	0.6131680	0.6019211	0.7318541	0.6026731	0.6415834	0.6292204	0.5308598	0.5934649	0.5590121	0.5982883	0.7700855	0.6750443	0.6546438	0.7062106	0.6356992	0.6112432	0.6735630	0.7180801	0.6303250	0.7123140	0.7181330	0.7133149	0.6249513	0.6786213	0.6160723	0.6539267	0.6904801	0.5160673	0.0000000
